,1332,1605,1721,1801,1802,1803,1808,1812,1925,1928,1963,2002,2269,2282,2413,2432,2501,2502,2503,2768,2801,2802,2871,2914,3086,3092,3099,3289,3382,3401,3402,3405,3407,3436,3659,3861,4004,4005,4021,4042,4043,4061,4063,4151,4183,4188,4208,4307,4324,4385,4452,4502,4503,4506,4507,4519,4523,4543,4568,4578,4661,4689,4704,4751,4755,4901,4902,4911,5019,5020,5101,5108,5201,5214,5233,5301,5332,5333,5401,5406,5411,5631,5706,5711,5713,5714,5801,5802,5803,5831,6098,6103,6113,6146,6178,6273,6301,6302,6305,6326,6361,6367,6471,6472,6473,6479,6501,6503,6504,6506,6526,6532,6594,6645,6674,6701,6702,6723,6724,6752,6753,6758,6762,6770,6841,6857,6861,6902,6920,6952,6954,6963,6971,6976,6981,6988,7004,7011,7012,7013,7186,7201,7202,7203,7205,7211,7261,7267,7269,7270,7272,7453,7731,7733,7735,7741,7751,7752,7762,7832,7911,7912,7951,7974,8001,8002,8015,8031,8035,8053,8058,8233,8252,8253,8267,8304,8306,8308,8309,8316,8331,8354,8411,8591,8601,8604,8630,8697,8725,8750,8766,8795,8801,8802,8804,8830,9001,9005,9007,9008,9009,9020,9021,9022,9064,9101,9104,9107,9147,9201,9202,9432,9433,9434,9501,9502,9503,9531,9532,9602,9735,9766,9843,9983,9984
2025-08-04,888.2,2100.0,3516.0,9282.0,2291.5,1702.5,2267.5,3857.0,5031.0,3218.0,1343.5,1727.5,3098.0,5122.0,1874.5,2385.0,6928.0,1889.5,1990.5,3598.0,1331.0,4028.0,1828.5,4556.0,2114.0,1504.5,2277.5,1109.5,1990.5,1293.5,1027.5,1865.0,1073.5,1170.0,2816.0,729.7,3565.0,376.3,4920.0,2266.0,3241.0,2095.0,4311.0,2555.5,3337.0,770.5,2313.0,5977.0,3013.0,2342.5,6831.0,4211.0,1556.0,1230.0,2543.5,7317.0,4253.0,2543.0,3602.0,7320.0,3187.0,550.8,9136.0,1569.0,760.2,3081.0,487.7,2409.5,959.6,777.7,4392.0,6173.0,4466.0,4022.0,3711.0,1008.5,3755.0,2032.0,2857.5,1643.0,1695.5,9345.0,6598.0,2335.0,3428.0,4997.0,9097.0,3744.0,10320.0,1764.0,8584.0,4080.0,1713.5,42670.0,1399.5,51740.0,4780.0,3341.0,4442.0,1669.5,2746.5,18620.0,713.9,257.1,1310.0,2376.5,4153.0,3463.0,8497.0,3071.0,2903.0,8681.0,2838.5,3901.0,2718.0,4467.0,3407.0,1826.5,1924.0,1446.5,724.4,3605.0,1787.0,1604.5,4021.0,10035.0,56970.0,2067.5,14530.0,1146.5,4366.0,1921.5,1832.5,2781.5,2270.5,3124.0,1066.0,3544.0,11145.0,16845.0,980.9,324.9,1935.0,2672.0,363.0,397.3,922.5,1544.0,1685.0,2748.0,1087.0,7482.0,1454.0,1782.0,11600.0,18040.0,4274.0,1330.5,918.0,4919.0,4080.0,2328.5,1003.5,13245.0,7668.0,3006.0,3548.0,3104.0,22465.0,3861.0,3003.0,1201.5,3132.0,3856.0,5200.0,2243.5,2043.5,1335.0,3880.0,3701.0,1368.0,4069.0,4282.0,3402.0,1047.5,980.7,4408.0,1491.5,3211.0,1176.5,5991.0,3694.0,1403.5,2888.5,2589.5,5717.0,2575.5,1724.0,1673.0,3589.0,1270.0,3302.0,3384.0,3580.0,2209.5,5207.0,4865.0,2110.0,3327.0,3056.0,2810.0,153.0,2413.0,223.0,586.9,1853.5,1867.5,5321.0,3917.0,9398.0,5568.0,22470.0,12590.0,45560.0,11575.0
