date,水産,鉱業,建設,食品,サービス,商社,小売業,不動産,繊維,化学,非鉄・金属,パルプ・紙,医薬品,精密機器,石油,ゴム,窯業,鉄鋼,機械,銀行,電気機器,造船,自動車,その他製造,その他金融,証券,保険,鉄道・バス,陸運,海運,空運,通信,電力,ガス
2025-08-04,-0.14769279775046262,-0.8037235970606657,-7.848326578135133,-10.92239760108084,-47.66767873815098,-14.202551597631846,-107.91878384464151,1.4855147680715293,-0.6663349479904663,-37.2855619995387,1.9595056073637167,-0.5152074340132472,-20.161784251051742,-12.601973835964024,-1.851312046220934,-2.5245164266649107,-1.9749618303841143,-0.5272289408068896,-22.356567919948176,-11.427300886413823,-142.48233323447693,-0.17173581133774907,-22.10239891916831,-17.104886809239808,-10.922397601080839,-1.6417943563888793,-15.160837424896485,-1.5215792884524566,-0.360645203809273,-1.7723135730055701,1.3240831054140452,-52.619852593886314,-0.1789487154139346,-0.185474676244769
