date,1332,1605,1721,1801,1802,1803,1808,1812,1925,1928,1963,2002,2269,2282,2413,2432,2501,2502,2503,2768,2801,2802,2871,2914,3086,3092,3099,3289,3382,3401,3402,3405,3407,3436,3659,3861,4004,4005,4021,4042,4043,4061,4063,4151,4183,4188,4208,4307,4324,4385,4452,4502,4503,4506,4507,4519,4523,4543,4568,4578,4661,4689,4704,4751,4755,4901,4902,4911,5019,5020,5101,5108,5201,5214,5233,5301,5332,5333,5401,5406,5411,5631,5706,5711,5713,5714,5801,5802,5803,5831,6098,6103,6113,6146,6178,6273,6301,6302,6305,6326,6361,6367,6471,6472,6473,6479,6501,6503,6504,6506,6526,6532,6594,6645,6674,6701,6702,6723,6724,6752,6753,6758,6762,6770,6841,6857,6861,6902,6920,6952,6954,6963,6971,6976,6981,6988,7004,7011,7012,7013,7186,7201,7202,7203,7205,7211,7261,7267,7269,7270,7272,7453,7731,7733,7735,7741,7751,7752,7762,7832,7911,7912,7951,7974,8001,8002,8015,8031,8035,8053,8058,8233,8252,8253,8267,8304,8306,8308,8309,8316,8331,8354,8411,8591,8601,8604,8630,8697,8725,8750,8766,8795,8801,8802,8804,8830,9001,9005,9007,9008,9009,9020,9021,9022,9064,9101,9104,9107,9147,9201,9202,9432,9433,9434,9501,9502,9503,9531,9532,9602,9735,9766,9843,9983,9984
2025-08-04,-0.14769279775046262,-0.8037235970606657,-1.3395393284344426,-0.2610384332333786,-0.5152074340132472,-1.2880185850331178,-0.09960677057589447,-0.7556375698860958,-1.5456223020397415,-0.8586790566887453,-1.1849770982304686,-0.12021506793642434,0.1099109192561594,-0.2576037170066236,-1.2777144363528528,-0.10304148680264943,-0.31599389286145835,-4.276221702309951,-0.017173581133774905,-0.08586790566887453,-2.5760371700662357,-2.060829736052989,-0.41216594721059774,-0.9960677057589444,0.7212904076185461,1.236497841631793,2.335607034193387,0.03434716226754981,-2.73059940027021,-0.13395393284344428,-0.5323810151470221,-0.6525960830834464,-0.12021506793642434,0.020608297360529892,-0.7212904076185461,-0.5152074340132472,-0.24386485209960368,0.31942860908821363,-1.7173581133774907,-0.3262980415417232,-0.19234410869827895,-0.32973275776847827,-9.273733812238449,-0.9960677057589444,-0.3915576498500679,-0.1751705275645048,-0.05323810151470221,-3.7438406871629293,-1.8547467624476899,-0.34347162267549813,-0.17173581133774907,-0.20608297360529887,-3.5205841324238554,-0.20608297360529887,-0.36064520380927306,-2.369954196460937,0.06869432453509962,-5.632934611878169,-7.831152997001357,-4.739908392921874,0.41216594721059774,-0.14151030854230617,-2.335607034193387,0.13738864907019924,-0.9239386649970892,-8.140277457409306,-0.8208971781944416,-1.0475884491602694,-1.270845003899343,-0.580467042321591,-0.5323810151470221,-1.9921354115178889,-0.2885161630474184,0.11334563548291436,-0.11678035170966937,-0.9788941246251697,0.10304148680264943,-0.8071583132874206,-0.2593210751200011,-0.11678035170966937,-0.15112751397721919,-0.12364978416317933,-0.02404301358728487,-0.04293395283443727,0.7384639887523209,-0.30225502795443837,0.43620896079788263,0.10304148680264943,1.0304148680264944,-1.5627958831735165,-52.13899232214061,-1.099109192561594,-0.10304148680264943,-8.518096242352353,-0.7728111510198707,-1.9234410869827894,-4.568172581584125,-0.4671214068386775,-2.8508144682066345,-1.3910600718357673,-0.46368669061192247,-6.182489208158966,-0.09617205434914182,-0.2026482573785431,0.18890939247152394,-1.4254072341033173,-4.4651310947814755,-1.1334563548291439,-1.0647620302940441,-3.9842708230357777,4.035791566437103,-1.3051921661668928,-3.489671686383061,-2.747772981403985,-0.2988203117276834,-1.0647620302940441,-0.3091244604079483,-0.3949923660768228,-3.125591766347033,-0.9788941246251697,-0.5598587449610642,-12.880185850331179,-45.853461627178994,-0.6869432453509963,-2.335607034193387,-49.45991366527173,0.48086027174569734,-3.091244604079483,-1.236497841631793,-2.181044803989413,-1.0304148680264944,0.03434716226754981,-0.8243318944211955,-2.472995683263586,-3.1324611988005433,-14.769279775046419,0.06869432453509962,-2.026482573785439,-0.17173581133774907,-1.1162827736953689,-1.394494788062523,-0.22669127096582953,-0.42933952834437267,-9.016130095231826,-0.34347162267549813,-0.03228633253149674,0.001373886490702305,-6.800738128974863,-0.6182489208158966,-2.2669127096582877,-2.369954196460937,3.125591766347033,-0.6869432453509963,-5.839017585483467,2.198218385123188,9.273733812238449,-4.739908392921874,-0.44651310947814754,-0.3778187849430479,-6.491613668566915,-0.9960677057589444,-0.91019980009007,-8.707005634823878,22.325655473907375,-5.735976098680819,-1.3738864907019925,-3.297327577684782,-0.20608297360529887,6.182489208158966,-0.9273733812238449,-2.5760371700662357,0.34347162267549813,-0.549554596280797,-8.8959150272954,3.4347162267549813,0.06869432453509962,-2.8679880493404095,-0.22669127096582875,-0.8655484891422554,-1.2571061389923233,-1.803226019046365,-0.934242813677355,-0.5839017585483468,-1.82039960018014,-0.7041168264847711,-0.9376775299041082,-2.452387385903056,-0.20608297360529887,-1.7929218703661003,-0.5083380015597373,-9.891982733054345,-0.5152074340132472,0.9788941246251697,0.4980338528794722,-0.09445469623576197,0.06869432453509962,-0.182039960018014,-0.1631490207708616,-0.03434716226754981,-0.1099109192561594,-0.18032260190463653,-0.4327742445711276,-0.1099109192561594,-0.3091244604079483,-0.10304148680264943,-0.6388572181764264,-0.5770323260948368,-0.5564240287343069,-0.2576037170066236,1.4082336529695423,-0.08415054755549704,-0.9960677057589464,-49.25383069166643,-0.3091244604079503,-0.027821201436715428,-0.09445469623576197,-0.05667281774145719,0.0,-0.185474676244769,-1.0338495842532494,-0.06869432453509962,-3.7781878494304793,-4.55099900045035,-111.2848057468614,-2.060829736052989
